match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,0.1,West Indies,Australia,BA King,SD Hope,AM Hardie,0,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,0.2,West Indies,Australia,BA King,SD Hope,AM Hardie,0,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,0.3,West Indies,Australia,BA King,SD Hope,AM Hardie,4,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,0.4,West Indies,Australia,BA King,SD Hope,AM Hardie,0,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,0.5,West Indies,Australia,BA King,SD Hope,AM Hardie,4,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,0.6,West Indies,Australia,BA King,SD Hope,AM Hardie,0,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,1.1,West Indies,Australia,SD Hope,BA King,XC Bartlett,0,4,,,,4,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,1.2,West Indies,Australia,SD Hope,BA King,XC Bartlett,1,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,1.3,West Indies,Australia,BA King,SD Hope,XC Bartlett,0,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,1.4,West Indies,Australia,BA King,SD Hope,XC Bartlett,4,0,,,,,,,,,
1472523,2025,2025-07-26,"Warner Park, Basseterre, St Kitts",1,1.5,West Indies,Australia,BA King,SD Hope,XC Bartlett,6,0,,,,,,,,,
