match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,0.1,Austria,Romania,Karanbir Singh,Bilal Zalmai,J Khadka,0,1,1,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,0.2,Austria,Romania,Karanbir Singh,Bilal Zalmai,J Khadka,6,0,,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,0.3,Austria,Romania,Karanbir Singh,Bilal Zalmai,J Khadka,0,0,,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,0.4,Austria,Romania,Karanbir Singh,Bilal Zalmai,J Khadka,0,0,,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,0.5,Austria,Romania,Karanbir Singh,Bilal Zalmai,J Khadka,0,0,,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,0.6,Austria,Romania,Karanbir Singh,Bilal Zalmai,J Khadka,0,0,,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,0.7,Austria,Romania,Karanbir Singh,Bilal Zalmai,J Khadka,0,5,5,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,0.8,Austria,Romania,Karanbir Singh,Bilal Zalmai,J Khadka,0,0,,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,1.1,Austria,Romania,Bilal Zalmai,Karanbir Singh,M Koli,1,0,,,,,,,,,
1506437,2025/26,2025-10-18,"Moara Vlasiei Cricket Ground, Ilfov County",1,1.2,Austria,Romania,Karanbir Singh,Bilal Zalmai,M Koli,0,0,,,,,,,,,
